total_sqft,bath,balcony,site_location,bhk,age,parking,floor_level,furnishing,distance,property_type,security
3531,4,2,Yerawada,2,29,Yes,Top,Unfurnished,2.0,Apartment,No
1858,1,2,Hadapsar Industrial Estate,3,19,Yes,Top,Unfurnished,5.1,Independent House,No
1519,2,1,Rasta Peth,2,12,Yes,Middle,Unfurnished,5.5,Villa,Yes
1041,1,1,Jangali Maharaj Road,1,8,No,Middle,Semi-Furnished,9.5,Villa,No
1258,4,2,Deccan Gymkhana,4,6,No,Top,Unfurnished,1.2,Villa,Yes
3677,2,1,Karve Nagar,4,12,No,Ground,Semi-Furnished,6.2,Villa,No
2628,4,1,Nagar Road,3,7,No,Middle,Unfurnished,5.5,Apartment,Yes
2680,3,2,Bhandarkar Road,2,18,No,Middle,Semi-Furnished,5.4,Apartment,Yes
1296,3,1,Sadashiv Peth,4,22,No,Ground,Furnished,8.8,Independent House,No
3447,4,2,Raviwar Peth,1,14,Yes,Top,Unfurnished,2.5,Apartment,No
637,2,1,Lulla Nagar,1,8,No,Middle,Semi-Furnished,0.9,Apartment,No
2731,2,1,Hingne Khurd,1,24,No,Top,Furnished,6.9,Independent House,No
3972,1,1,Sinhagad Road,3,20,Yes,Top,Furnished,3.8,Villa,No
1853,3,2,Aundh Road,3,22,No,Top,Unfurnished,0.7,Independent House,No
3332,1,1,Bund Garden Road,2,14,Yes,Ground,Semi-Furnished,2.9,Independent House,No
2375,1,1,Wakadewadi,1,5,Yes,Top,Unfurnished,3.4,Villa,No
3531,4,2,Gokhale Nagar,2,9,Yes,Top,Furnished,6.4,Independent House,No
568,4,2,Aundh,2,8,No,Middle,Unfurnished,2.1,Independent House,Yes
3093,1,1,Karve Road,1,2,Yes,Middle,Semi-Furnished,4.4,Independent House,Yes
2600,3,2,Swargate,2,28,Yes,Ground,Furnished,5.1,Apartment,Yes
1973,4,1,Padmavati,4,16,No,Ground,Unfurnished,4.9,Villa,No
704,1,1,Fergusson College Road,3,13,Yes,Middle,Unfurnished,9.8,Villa,Yes
2673,1,2,Ghorpade Peth,2,7,No,Middle,Unfurnished,0.9,Independent House,No
542,1,2,Sasson Road,1,16,No,Ground,Unfurnished,9.5,Apartment,No
2406,1,2,Pashan,3,7,Yes,Top,Unfurnished,6.0,Villa,No
2658,1,1,Senapati Bapat Road,3,27,No,Ground,Furnished,8.1,Villa,No
1260,1,2,Dhole Patil Road,2,14,No,Top,Furnished,4.6,Independent House,Yes
3754,4,1,Gultekdi,4,14,Yes,Middle,Semi-Furnished,4.8,Independent House,Yes
3395,3,2,Erandwane,2,12,Yes,Middle,Unfurnished,8.9,Independent House,Yes
2642,1,1,Kothrud,4,1,Yes,Middle,Semi-Furnished,9.0,Villa,No
2494,2,2,Dhankawadi,3,1,Yes,Top,Furnished,2.8,Independent House,No
3945,4,1,Karve Nagar,2,12,No,Ground,Unfurnished,2.4,Independent House,Yes
2435,4,2,Market yard,1,20,Yes,Top,Semi-Furnished,5.2,Independent House,No
1399,1,1,Pirangut,2,21,Yes,Ground,Unfurnished,9.1,Apartment,Yes
859,4,2,Shaniwar Peth,4,15,Yes,Ground,Unfurnished,3.6,Independent House,Yes
3447,1,2,Viman Nagar,4,4,No,Ground,Semi-Furnished,6.7,Villa,Yes
2219,3,1,Vishrant Wadi,2,7,No,Middle,Furnished,7.2,Independent House,No
780,3,2,Alandi Road,4,16,No,Ground,Semi-Furnished,7.9,Villa,Yes
3766,4,1,Baner,3,3,No,Middle,Semi-Furnished,5.9,Apartment,No
2387,4,1,Mukund Nagar,2,7,No,Ground,Semi-Furnished,4.3,Apartment,Yes
3766,2,2,Yerawada,4,29,Yes,Ground,Unfurnished,9.7,Independent House,No
1166,4,1,Bopodi,2,24,No,Middle,Furnished,6.3,Villa,No
592,2,2,Aundh Road,2,22,No,Middle,Furnished,7.4,Independent House,Yes
1171,3,2,Laxmi Road,1,6,No,Top,Unfurnished,3.8,Independent House,No
2469,3,1,Khadaki,2,16,Yes,Ground,Furnished,6.9,Villa,No
560,1,2,Bopodi,1,24,Yes,Middle,Semi-Furnished,2.9,Villa,No
3181,3,1,Deccan Gymkhana,4,8,No,Top,Furnished,2.8,Villa,Yes
3622,2,1,Pashan,1,23,Yes,Top,Unfurnished,7.3,Villa,No
3974,4,2,Sahakar Nagar,1,22,No,Middle,Furnished,5.5,Villa,Yes
1528,1,2,Shaniwar Peth,1,6,Yes,Ground,Unfurnished,7.0,Apartment,Yes
1989,2,1,Warje,3,10,Yes,Top,Semi-Furnished,3.1,Apartment,No
1103,4,1,Dapodi,1,16,No,Ground,Unfurnished,6.2,Apartment,Yes
1181,1,2,Pirangut,2,11,Yes,Ground,Furnished,4.7,Villa,Yes
3081,3,2,Rasta Peth,1,13,No,Top,Semi-Furnished,6.2,Villa,Yes
1928,2,2,Narayangaon,2,29,No,Middle,Furnished,3.3,Villa,Yes
3385,4,2,Katraj,1,6,No,Ground,Unfurnished,7.3,Independent House,Yes
3192,1,1,Yerawada,3,24,Yes,Middle,Semi-Furnished,8.2,Apartment,No
2780,1,2,Hadapsar Industrial Estate,4,1,Yes,Top,Unfurnished,3.0,Apartment,No
1023,3,1,Pune Railway Station,1,21,No,Ground,Furnished,3.4,Independent House,Yes
2893,4,1,Kondhwa,1,19,No,Middle,Unfurnished,6.8,Independent House,Yes
3617,3,2,Mundhawa,3,12,Yes,Middle,Furnished,7.1,Apartment,No
3093,3,1,Lulla Nagar,1,24,No,Ground,Furnished,7.2,Villa,No
2468,4,2,Hadapsar Industrial Estate,2,27,Yes,Middle,Semi-Furnished,7.0,Apartment,No
1601,4,1,Kharadi,1,6,Yes,Middle,Semi-Furnished,4.2,Villa,Yes
2253,4,2,Camp,1,18,Yes,Top,Unfurnished,4.3,Apartment,Yes
2336,2,1,Senapati Bapat Road,4,13,No,Top,Furnished,2.9,Apartment,No
3644,4,1,Pune Railway Station,4,7,No,Middle,Furnished,2.0,Independent House,Yes
3341,1,2,Laxmi Road,1,23,Yes,Middle,Semi-Furnished,7.1,Independent House,No
2796,3,2,Guruwar peth,3,13,No,Ground,Semi-Furnished,1.4,Villa,No
2594,2,1,Paud Road,4,21,No,Top,Semi-Furnished,9.4,Villa,Yes
1644,4,1,Anandnagar,1,8,Yes,Ground,Semi-Furnished,8.4,Apartment,No
2761,2,2,Uruli Devachi,4,21,Yes,Middle,Unfurnished,8.6,Independent House,No
2786,4,1,Uruli Devachi,1,17,No,Ground,Unfurnished,9.1,Villa,No
1579,2,2,Sahakar Nagar,4,9,Yes,Middle,Unfurnished,4.4,Villa,No
2897,3,1,Lulla Nagar,4,20,No,Top,Unfurnished,8.5,Villa,No
606,3,2,Paud Road,2,13,Yes,Top,Semi-Furnished,2.0,Apartment,Yes
3378,1,1,Sasson Road,1,2,Yes,Middle,Unfurnished,0.7,Villa,No
547,1,2,Wanowrie,1,4,No,Top,Unfurnished,8.0,Villa,Yes
836,4,2,Kothrud,1,29,No,Middle,Unfurnished,1.2,Independent House,Yes
1549,3,1,Dapodi,1,25,No,Ground,Semi-Furnished,9.9,Independent House,No
3351,2,2,Baner,4,2,No,Middle,Furnished,6.9,Independent House,No
1780,2,1,Budhwar Peth,2,4,No,Ground,Semi-Furnished,7.7,Apartment,No
2555,2,2,Pashan,2,18,Yes,Middle,Furnished,2.8,Independent House,Yes
1124,1,2,Aundh,3,5,Yes,Top,Furnished,6.9,Independent House,Yes
2390,2,2,Bhavani Peth,1,19,No,Middle,Unfurnished,0.9,Independent House,Yes
1776,1,1,Viman Nagar,3,10,Yes,Middle,Unfurnished,8.5,Independent House,No
2215,1,2,Dapodi,4,18,No,Middle,Unfurnished,2.1,Villa,No
3266,4,1,Mahatma Gandhi Road,3,25,Yes,Top,Semi-Furnished,7.1,Apartment,No
802,2,2,Balaji Nagar,1,21,Yes,Middle,Semi-Furnished,2.6,Villa,No
1138,2,1,Somwar Peth,2,10,No,Top,Unfurnished,1.2,Villa,No
555,3,1,Prabhat Road,2,5,No,Middle,Semi-Furnished,5.1,Apartment,Yes
1225,4,1,Sahakar Nagar,1,17,No,Ground,Semi-Furnished,2.1,Villa,Yes
1025,3,2,Bhandarkar Road,4,22,Yes,Middle,Furnished,7.4,Independent House,Yes
973,4,1,Wagholi,1,13,No,Ground,Semi-Furnished,2.8,Apartment,No
527,2,2,Satara Road,4,23,No,Top,Furnished,3.8,Villa,No
2625,1,1,Somwar Peth,2,17,No,Top,Unfurnished,5.9,Villa,Yes
3787,1,1,Dhayari Phata,4,9,No,Middle,Semi-Furnished,3.2,Independent House,No
3957,1,1,Fatima Nagar,1,24,No,Top,Furnished,4.1,Villa,Yes
864,1,1,Aundh,1,12,No,Middle,Semi-Furnished,8.2,Villa,No
3213,1,2,Fatima Nagar,1,14,Yes,Top,Furnished,2.2,Villa,No
1025,3,1,Nagar Road,4,14,Yes,Ground,Furnished,1.3,Apartment,No
3246,4,1,Anandnagar,4,8,Yes,Top,Semi-Furnished,3.6,Apartment,No
1835,2,2,Pirangut,4,23,Yes,Ground,Unfurnished,4.5,Villa,Yes
1382,3,1,Kasba Peth,2,5,No,Middle,Furnished,5.7,Villa,No
1530,4,1,Kothrud,3,19,No,Middle,Unfurnished,4.0,Independent House,Yes
1526,1,1,Manik Bagh,3,28,Yes,Middle,Semi-Furnished,8.0,Apartment,Yes
2146,4,1,Hingne Khurd,1,14,Yes,Ground,Semi-Furnished,0.9,Apartment,Yes
1418,4,2,Yerawada,2,9,Yes,Middle,Unfurnished,4.6,Apartment,Yes
3297,1,2,Model colony,4,7,No,Middle,Semi-Furnished,4.1,Villa,Yes
2910,1,1,Vishrant Wadi,1,27,No,Ground,Furnished,6.7,Independent House,No
2274,1,2,Kasba Peth,2,26,No,Top,Unfurnished,9.7,Independent House,Yes
2031,2,2,Satara Road,1,26,Yes,Middle,Semi-Furnished,5.3,Villa,Yes
3845,1,1,Pirangut,2,8,Yes,Top,Semi-Furnished,9.9,Villa,Yes
3353,2,2,Kondhwa Budruk,2,14,Yes,Top,Unfurnished,3.4,Independent House,Yes
3286,1,1,Senapati Bapat Road,3,22,Yes,Middle,Furnished,0.8,Independent House,Yes
2406,2,2,Budhwar Peth,1,28,Yes,Middle,Unfurnished,2.1,Apartment,No
3586,4,2,Ganeshkhind,4,14,No,Ground,Semi-Furnished,4.3,Villa,Yes
1715,3,2,Balaji Nagar,3,11,No,Ground,Semi-Furnished,3.5,Apartment,No
2154,4,1,Dapodi,3,14,No,Middle,Unfurnished,1.4,Independent House,Yes
984,4,2,Jangali Maharaj Road,4,21,No,Top,Furnished,4.6,Apartment,No
2575,1,1,Shukrawar Peth,2,8,No,Ground,Furnished,3.7,Independent House,No
1213,2,1,Ambegaon Budruk,4,3,Yes,Ground,Furnished,1.7,Independent House,No
1562,3,2,Satara Road,1,28,No,Middle,Unfurnished,3.3,Apartment,No
2476,1,1,Mahatma Gandhi Road,4,29,Yes,Middle,Furnished,8.9,Villa,No
1796,1,2,Pashan,2,29,No,Middle,Furnished,3.4,Apartment,No
1754,1,1,Mahatma Gandhi Road,4,23,Yes,Middle,Furnished,7.3,Apartment,No
2633,4,1,Wakadewadi,2,18,Yes,Ground,Furnished,6.3,Villa,Yes
625,2,2,Khadki,2,3,Yes,Ground,Semi-Furnished,4.6,Villa,No
3359,2,2,Wadgaon Sheri,1,13,Yes,Ground,Unfurnished,2.8,Apartment,Yes
1036,3,2,Dhole Patil Road,4,12,Yes,Top,Unfurnished,4.0,Independent House,Yes
2692,2,2,Market yard,4,15,Yes,Ground,Furnished,6.1,Apartment,Yes
3783,2,1,Paud Road,1,18,No,Ground,Unfurnished,3.8,Independent House,No
2572,1,1,Nana Peth,2,5,Yes,Middle,Unfurnished,2.5,Villa,Yes
2103,1,1,Mundhawa,4,7,Yes,Ground,Semi-Furnished,1.6,Villa,No
3965,4,2,Bopodi,1,11,No,Ground,Unfurnished,8.9,Independent House,No
566,1,1,Viman Nagar,2,26,Yes,Ground,Semi-Furnished,4.7,Apartment,No
732,1,2,Prabhat Road,1,27,No,Middle,Unfurnished,6.4,Villa,Yes
2656,1,1,Swargate,4,11,No,Ground,Semi-Furnished,5.2,Independent House,Yes
1669,1,2,Karve Road,1,27,Yes,Ground,Semi-Furnished,8.8,Independent House,No
2658,4,1,Budhwar Peth,3,15,Yes,Top,Unfurnished,5.7,Apartment,No
2775,1,1,Katraj,2,10,No,Top,Semi-Furnished,5.1,Independent House,No
610,3,2,Mukund Nagar,3,15,Yes,Top,Semi-Furnished,9.3,Independent House,No
1993,3,1,Mangalwar peth,3,13,No,Top,Unfurnished,7.3,Apartment,Yes
2581,3,2,Bopodi,2,14,Yes,Middle,Semi-Furnished,1.6,Villa,Yes
1122,3,1,Budhwar Peth,2,17,No,Top,Semi-Furnished,2.2,Villa,Yes
3940,1,1,Sahakar Nagar,1,13,Yes,Ground,Semi-Furnished,8.0,Villa,Yes
3295,3,2,Mukund Nagar,2,10,Yes,Top,Semi-Furnished,8.4,Independent House,Yes
3142,1,2,Kasba Peth,3,25,No,Middle,Semi-Furnished,5.7,Independent House,No
2972,4,1,Shivaji Nagar,3,1,No,Top,Furnished,5.8,Apartment,No
3160,3,1,Kondhwa,4,1,No,Top,Semi-Furnished,6.5,Independent House,Yes
2041,2,1,Hingne Khurd,2,15,No,Middle,Semi-Furnished,4.7,Independent House,No
3239,3,1,Anandnagar,3,16,Yes,Middle,Semi-Furnished,7.0,Villa,Yes
1805,3,1,Aundh Road,4,12,No,Middle,Semi-Furnished,1.5,Independent House,No
3891,1,1,Wadgaon Sheri,4,26,No,Middle,Unfurnished,9.6,Independent House,No
2261,3,2,Bibvewadi,1,24,Yes,Middle,Furnished,7.6,Independent House,No
2475,2,2,Rasta Peth,3,6,Yes,Middle,Unfurnished,6.5,Apartment,Yes
2862,1,2,Model colony,1,6,No,Ground,Furnished,3.5,Independent House,Yes
1376,1,1,Bhavani Peth,3,12,Yes,Top,Semi-Furnished,2.0,Apartment,Yes
2489,4,1,Hadapsar Industrial Estate,1,25,No,Top,Semi-Furnished,4.4,Villa,No
3948,4,1,Paud Road,1,15,Yes,Middle,Furnished,6.8,Independent House,No
1812,3,2,Raviwar Peth,2,4,No,Middle,Furnished,6.5,Apartment,No
1960,4,2,Gultekdi,1,24,Yes,Ground,Unfurnished,4.1,Villa,No
3209,4,1,Salunke Vihar,2,4,No,Ground,Furnished,6.3,Independent House,No
2824,4,1,Rasta Peth,4,2,No,Middle,Semi-Furnished,8.2,Apartment,Yes
2233,1,2,Pashan,3,27,Yes,Ground,Unfurnished,0.7,Apartment,Yes
2105,1,2,Pune Railway Station,4,24,Yes,Ground,Furnished,4.8,Villa,No
2026,1,2,Katraj,3,12,No,Middle,Furnished,7.7,Independent House,Yes
3171,4,1,Navi Peth,4,7,No,Middle,Unfurnished,5.7,Independent House,No
3063,1,1,Guruwar peth,3,20,Yes,Middle,Furnished,6.7,Independent House,No
3921,4,1,Dhankawadi,1,9,Yes,Middle,Semi-Furnished,5.4,Apartment,Yes
3390,1,2,Mukund Nagar,3,9,Yes,Top,Unfurnished,9.9,Independent House,No
2897,1,2,Laxmi Road,3,8,Yes,Top,Furnished,1.0,Apartment,Yes
2130,2,1,Shivaji Nagar,4,14,Yes,Middle,Semi-Furnished,5.2,Apartment,Yes
3370,3,1,Fergusson College Road,4,1,Yes,Ground,Furnished,1.4,Villa,Yes
1660,4,2,Bopodi,4,23,Yes,Middle,Unfurnished,2.0,Apartment,No
1258,2,1,Rasta Peth,2,21,Yes,Top,Furnished,4.1,Villa,Yes
3446,1,2,Karve Road,2,23,Yes,Ground,Furnished,2.0,Villa,No
742,4,2,Dapodi,3,12,No,Top,Furnished,9.7,Independent House,No
3090,1,1,Kondhwa,3,25,Yes,Middle,Semi-Furnished,9.5,Villa,No
1563,3,2,Bibvewadi,1,2,Yes,Top,Semi-Furnished,3.7,Independent House,No
728,2,1,Pune Railway Station,1,13,No,Top,Furnished,6.6,Villa,No
3095,3,2,Erandwane,3,27,No,Top,Furnished,5.6,Apartment,No
1419,2,2,Wagholi,2,4,No,Ground,Unfurnished,8.2,Independent House,No
1746,1,1,Pune Railway Station,3,20,No,Top,Furnished,6.5,Apartment,No
505,3,2,Karve Nagar,1,18,No,Ground,Unfurnished,0.5,Independent House,Yes
3893,3,1,Ambegaon Budruk,2,19,No,Middle,Semi-Furnished,7.8,Apartment,Yes
967,1,1,Uruli Devachi,2,16,Yes,Middle,Furnished,7.6,Villa,No
2255,3,2,Swargate,1,27,No,Top,Unfurnished,5.3,Independent House,No
574,4,1,Vishrant Wadi,3,14,No,Ground,Semi-Furnished,9.1,Independent House,Yes
503,2,1,Shaniwar Peth,4,29,No,Middle,Unfurnished,9.1,Independent House,Yes
2370,2,1,Wanowrie,3,8,Yes,Ground,Semi-Furnished,5.5,Villa,Yes
1145,2,1,Raviwar Peth,3,12,No,Ground,Furnished,6.3,Apartment,Yes
617,4,1,Kalyani Nagar,1,9,Yes,Top,Unfurnished,10.0,Villa,Yes
3428,2,1,Law College Road,2,6,No,Top,Furnished,3.3,Villa,Yes
2129,1,2,Mahatma Gandhi Road,1,26,No,Ground,Unfurnished,3.6,Villa,No
3051,3,1,Hadapsar,3,18,Yes,Ground,Semi-Furnished,2.2,Apartment,Yes
2521,4,2,Dhole Patil Road,4,2,Yes,Top,Unfurnished,9.0,Villa,Yes
1446,2,2,Aundh Road,4,23,No,Ground,Unfurnished,7.6,Independent House,Yes
3121,1,1,Deccan Gymkhana,4,8,Yes,Top,Furnished,1.5,Villa,Yes
1964,3,2,Karve Nagar,1,24,Yes,Ground,Furnished,9.8,Apartment,No
693,3,2,Kalyani Nagar,2,14,No,Top,Furnished,7.4,Independent House,No
1346,4,1,Warje,1,6,No,Ground,Semi-Furnished,8.6,Apartment,No
3262,4,1,Yerawada,4,10,No,Top,Furnished,1.0,Villa,No
1915,4,1,Padmavati,3,8,Yes,Ground,Unfurnished,5.3,Apartment,No
3597,1,2,Bhavani Peth,2,17,No,Middle,Semi-Furnished,7.1,Independent House,No
1958,1,2,Shaniwar Peth,1,25,No,Middle,Furnished,5.7,Apartment,No
2720,4,1,Khadaki,1,29,Yes,Ground,Unfurnished,6.8,Independent House,No
3871,2,1,Kothrud,2,12,Yes,Middle,Unfurnished,8.3,Independent House,Yes
2168,3,2,Kharadi,2,17,No,Ground,Semi-Furnished,4.1,Villa,Yes
2873,3,2,Sinhagad Road,3,13,Yes,Ground,Unfurnished,8.6,Villa,No
1933,1,2,Vadgaon Budruk,2,19,No,Middle,Furnished,2.0,Independent House,No
1641,3,2,Chandan Nagar,3,12,Yes,Ground,Unfurnished,3.1,Apartment,No
3383,2,1,Manik Bagh,4,16,No,Top,Furnished,0.9,Independent House,Yes
2310,3,2,Hingne Khurd,4,25,Yes,Ground,Furnished,4.0,Villa,No
1223,1,2,Ghorpade Peth,1,27,Yes,Ground,Semi-Furnished,4.1,Apartment,No
724,1,2,Ambegaon Budruk,4,5,Yes,Middle,Unfurnished,8.2,Independent House,No
1031,2,2,Warje,4,25,Yes,Top,Semi-Furnished,6.7,Villa,No
612,2,1,Budhwar Peth,3,16,No,Ground,Semi-Furnished,4.6,Independent House,Yes
2687,3,1,Katraj,1,25,Yes,Ground,Semi-Furnished,6.7,Independent House,No
1058,3,2,Shivaji Nagar,2,6,No,Ground,Furnished,1.0,Independent House,Yes
2548,1,2,Nagar Road,1,11,Yes,Ground,Furnished,2.2,Apartment,Yes
2637,2,1,Prabhat Road,4,17,Yes,Ground,Furnished,6.5,Villa,No
1153,2,1,Wakadewadi,2,26,No,Ground,Furnished,6.6,Villa,Yes
819,2,2,Mangalwar peth,1,23,Yes,Top,Unfurnished,7.9,Independent House,No
2073,3,2,Kondhwa,1,14,Yes,Top,Unfurnished,4.3,Independent House,Yes
2328,2,1,Dhankawadi,1,6,No,Ground,Furnished,7.4,Independent House,No
2417,1,1,Fatima Nagar,1,25,Yes,Ground,Furnished,7.0,Apartment,Yes
638,1,1,Narayan Peth,3,23,No,Middle,Unfurnished,9.7,Villa,Yes
3392,3,1,Wagholi,1,28,Yes,Top,Semi-Furnished,2.5,Independent House,No
2526,4,1,Warje,4,11,Yes,Top,Semi-Furnished,5.7,Villa,Yes
2806,3,1,Mundhawa,4,12,Yes,Ground,Furnished,6.2,Independent House,No
1401,4,2,Ganeshkhind,3,13,No,Top,Semi-Furnished,10.0,Villa,No
1189,2,1,Ganesh Peth,2,4,Yes,Top,Furnished,2.4,Independent House,Yes
2539,3,1,Baner,2,7,Yes,Middle,Furnished,5.5,Apartment,No
509,1,1,Khadaki,4,2,Yes,Middle,Furnished,3.8,Independent House,No
760,2,1,Koregaon Park,4,6,Yes,Top,Unfurnished,5.5,Independent House,No
2442,1,2,Mangalwar peth,3,6,Yes,Top,Semi-Furnished,2.7,Independent House,No
2173,2,2,Nagar Road,2,18,Yes,Top,Unfurnished,1.0,Independent House,Yes
2719,3,1,Karve Nagar,2,20,Yes,Ground,Semi-Furnished,5.9,Independent House,Yes
3445,4,2,Prabhat Road,1,8,Yes,Middle,Unfurnished,3.7,Villa,Yes
2560,2,2,Vadgaon Budruk,1,8,Yes,Ground,Unfurnished,2.2,Villa,No
1691,4,2,Wakadewadi,1,29,No,Middle,Furnished,3.6,Apartment,Yes
2119,2,2,Mangalwar peth,3,8,Yes,Middle,Furnished,1.0,Independent House,Yes
820,1,2,Camp,4,8,No,Middle,Unfurnished,9.5,Villa,Yes
1842,1,2,Ganesh Peth,3,1,No,Top,Semi-Furnished,6.0,Villa,No
2136,2,1,Kothrud,2,2,No,Middle,Semi-Furnished,8.2,Independent House,Yes
2876,4,1,Yerawada,4,12,Yes,Ground,Furnished,4.5,Independent House,No
3332,3,1,Dehu Road,1,15,No,Middle,Furnished,9.1,Apartment,Yes
3324,3,1,Bhandarkar Road,3,4,No,Ground,Semi-Furnished,5.1,Apartment,Yes
2494,1,1,Padmavati,3,28,No,Middle,Semi-Furnished,6.0,Villa,No
3458,3,2,Wanowrie,1,25,Yes,Middle,Semi-Furnished,5.2,Apartment,Yes
2443,1,1,Manik Bagh,3,3,No,Top,Furnished,7.5,Villa,No
2538,3,1,Lulla Nagar,1,14,Yes,Ground,Semi-Furnished,5.9,Apartment,No
3990,2,2,Karve Road,2,22,No,Middle,Furnished,3.1,Independent House,Yes
1618,1,2,Aundh,4,23,No,Middle,Unfurnished,1.9,Apartment,No
2104,1,1,Anandnagar,2,8,Yes,Ground,Unfurnished,6.3,Villa,No
2865,2,2,Padmavati,2,13,Yes,Middle,Unfurnished,5.1,Apartment,No
735,1,2,Ghorpadi,1,23,No,Top,Semi-Furnished,1.4,Villa,No
2469,3,2,Bibvewadi,3,19,No,Ground,Furnished,4.3,Villa,Yes
833,3,2,Mundhawa,2,22,No,Top,Semi-Furnished,5.4,Apartment,No
2408,1,1,Salunke Vihar,2,5,Yes,Ground,Furnished,8.4,Apartment,No
875,3,2,Ganeshkhind,2,13,Yes,Ground,Semi-Furnished,1.2,Villa,Yes
1660,4,1,Dhayari Phata,3,28,No,Ground,Unfurnished,3.8,Independent House,Yes
3135,1,1,Karve Road,3,26,No,Middle,Furnished,8.3,Apartment,Yes
2070,2,2,Yerawada,1,20,Yes,Ground,Semi-Furnished,6.7,Villa,No
3060,4,2,Kondhwa Budruk,2,1,Yes,Ground,Furnished,3.3,Independent House,No
1819,1,2,Pashan,4,16,No,Ground,Furnished,8.5,Villa,No
3891,2,1,Wagholi,3,29,Yes,Top,Semi-Furnished,5.2,Apartment,No
3465,3,2,Jangali Maharaj Road,1,23,No,Ground,Semi-Furnished,5.2,Villa,Yes
2355,2,2,Salunke Vihar,2,24,Yes,Middle,Furnished,9.8,Villa,Yes
1872,4,2,Sinhagad Road,4,2,No,Ground,Furnished,9.5,Villa,No
1372,3,2,Parvati Darshan,3,7,No,Ground,Unfurnished,3.9,Apartment,No
1752,1,2,Navi Peth,4,6,No,Top,Furnished,1.8,Independent House,No
2817,3,1,Hingne Khurd,3,5,Yes,Middle,Unfurnished,3.6,Independent House,No
2351,1,2,Gultekdi,1,29,No,Middle,Unfurnished,0.8,Independent House,Yes
3345,1,2,Ghorpade Peth,4,4,No,Middle,Unfurnished,0.7,Independent House,Yes
1814,2,2,Alandi Road,2,2,Yes,Ground,Furnished,4.3,Apartment,Yes
1224,2,1,Fergusson College Road,2,10,No,Ground,Unfurnished,9.4,Villa,Yes
3736,2,2,Khadki,3,22,No,Middle,Furnished,8.8,Independent House,No
2552,4,1,Swargate,2,5,No,Middle,Furnished,5.4,Independent House,Yes
3398,4,1,Paud Road,4,18,Yes,Top,Semi-Furnished,5.9,Apartment,No
3950,2,2,Navi Peth,1,10,Yes,Middle,Furnished,0.6,Villa,Yes
577,4,2,Lulla Nagar,3,23,Yes,Ground,Furnished,2.5,Villa,Yes
3981,3,2,Ambegaon Budruk,4,22,Yes,Ground,Unfurnished,0.7,Independent House,No
3121,3,1,Sinhagad Road,3,28,No,Ground,Furnished,7.7,Independent House,Yes
631,4,1,Padmavati,1,15,Yes,Top,Furnished,1.9,Villa,Yes
1100,4,1,Sahakar Nagar,3,27,Yes,Middle,Semi-Furnished,8.8,Apartment,Yes
2272,3,1,Prabhat Road,2,9,Yes,Ground,Semi-Furnished,6.6,Villa,Yes
1565,1,1,Bhandarkar Road,2,11,No,Top,Unfurnished,2.7,Villa,No
2636,3,1,Ambegaon Budruk,3,26,No,Top,Unfurnished,2.0,Independent House,Yes
2949,3,2,Hadapsar Industrial Estate,1,21,No,Ground,Semi-Furnished,6.5,Apartment,Yes
2843,4,2,Nana Peth,1,25,Yes,Top,Semi-Furnished,9.1,Apartment,Yes
2363,3,1,Narayan Peth,2,25,No,Top,Furnished,7.3,Apartment,No
1818,4,2,Gultekdi,1,29,No,Ground,Unfurnished,3.8,Independent House,No
1115,4,2,Bhavani Peth,3,17,Yes,Top,Unfurnished,6.1,Apartment,Yes
3347,2,1,Sasson Road,4,21,No,Ground,Furnished,3.5,Apartment,Yes
2969,3,1,Jangali Maharaj Road,3,9,Yes,Ground,Furnished,10.0,Independent House,Yes
2388,1,2,Tilak Road,2,23,Yes,Top,Unfurnished,7.6,Villa,No
1546,2,1,Law College Road,2,16,No,Ground,Semi-Furnished,6.3,Apartment,Yes
1074,4,1,Pune Railway Station,2,6,Yes,Ground,Semi-Furnished,4.5,Villa,Yes
2690,4,2,Law College Road,1,22,Yes,Middle,Furnished,6.4,Apartment,No
1492,1,1,Anandnagar,3,11,Yes,Ground,Unfurnished,3.7,Villa,No
3212,4,2,Sahakar Nagar,4,23,Yes,Middle,Furnished,0.8,Villa,No
2692,3,2,Aundh Road,3,17,Yes,Middle,Semi-Furnished,4.3,Independent House,Yes
1748,2,2,Wadgaon Sheri,4,4,Yes,Middle,Semi-Furnished,9.3,Independent House,Yes
3554,4,2,Narayan Peth,3,29,No,Middle,Furnished,6.4,Apartment,Yes
1002,4,2,Tilak Road,2,15,Yes,Top,Semi-Furnished,1.3,Apartment,No
2497,1,1,Wadgaon Sheri,4,1,Yes,Top,Unfurnished,8.9,Independent House,Yes
1320,3,1,Ganesh Peth,3,22,Yes,Ground,Furnished,3.1,Apartment,Yes
2651,4,1,Raviwar Peth,1,29,Yes,Ground,Furnished,2.8,Apartment,No
3610,1,1,Aundh Road,1,20,No,Ground,Furnished,3.3,Independent House,No
2470,4,2,Camp,3,1,No,Top,Semi-Furnished,6.0,Villa,Yes
697,1,2,Chandan Nagar,2,9,Yes,Middle,Unfurnished,5.7,Apartment,No
2169,1,1,Alandi Road,4,12,No,Top,Furnished,5.2,Independent House,Yes
3126,3,2,Chandan Nagar,3,4,Yes,Top,Furnished,7.3,Apartment,Yes
2938,4,1,Kalyani Nagar,1,28,Yes,Ground,Semi-Furnished,3.5,Apartment,Yes
